id,b,c,v,t
26016046,26,16,46,"Your elder sister is Samaria, who dwells at your left hand, she and her daughters; and your younger sister, who dwells at your right hand, is Sodom and her daughters."
26016047,26,16,47,"Yet have you not walked in their ways, nor done after their abominations; but, as [if that were] a very little [thing], you were more corrupt than they in all your ways."
26016048,26,16,48,"As I live, says the Lord Yahweh, Sodom your sister has not done, she nor her daughters, as you have done, you and your daughters."
26016049,26,16,49,"Behold, this was the iniquity of your sister Sodom: pride, fullness of bread, and prosperous ease was in her and in her daughters; neither did she strengthen the hand of the poor and needy."
26016050,26,16,50,"They were haughty, and committed abomination before me: therefore I took them away as I saw [good]."
26016051,26,16,51,"Neither has Samaria committed half of your sins; but you have multiplied your abominations more than they, and have justified your sisters by all your abominations which you have done."
26016052,26,16,52,"You also, bear you your own shame, in that you have given judgment for your sisters; through your sins that you have committed more abominable than they, they are more righteous that you: yes, be also confounded, and bear your shame, in that you have justified your sisters."
26016053,26,16,53,"I will turn again their captivity, the captivity of Sodom and her daughters, and the captivity of Samaria and her daughters, and the captivity of your captives in the midst of them;"
26016054,26,16,54,"that you may bear your own shame, and may be ashamed because of all that you have done, in that you are a comfort to them."
26016055,26,16,55,"Your sisters, Sodom and her daughters, shall return to their former estate; and Samaria and her daughters shall return to their former estate; and you and your daughters shall return to your former estate."
26016056,26,16,56,"For your sister Sodom was not mentioned by your mouth in the day of your pride,"
26016057,26,16,57,"before your wickedness was uncovered, as at the time of the reproach of the daughters of Syria, and of all who are round about her, the daughters of the Philistines, who do despite to you round about."
26016058,26,16,58,"You have borne your lewdness and your abominations, says Yahweh."
26016059,26,16,59,"For thus says the Lord Yahweh: I will also deal with you as you have done, who have despised the oath in breaking the covenant."
26016060,26,16,60,"Nevertheless I will remember my covenant with you in the days of your youth, and I will establish to you an everlasting covenant."
26016061,26,16,61,"Then shall you remember your ways, and be ashamed, when you shall receive your sisters, your elder [sisters] and your younger; and I will give them to you for daughters, but not by your covenant."
26016062,26,16,62,I will establish my covenant with you; and you shall know that I am Yahweh;
26016063,26,16,63,"that you may remember, and be confounded, and never open your mouth any more, because of your shame, when I have forgiven you all that you have done, says the Lord Yahweh."
26017001,26,17,1,"The word of Yahweh came to me, saying,"
26017002,26,17,2,"Son of man, put forth a riddle, and speak a parable to the house of Israel;"
26017003,26,17,3,"and say, Thus says the Lord Yahweh: A great eagle with great wings and long feathers, full of feathers, which had various colors, came to Lebanon, and took the top of the cedar:"
26017004,26,17,4,"he cropped off the topmost of the young twigs of it, and carried it to a land of traffic; he set it in a city of merchants."
26017005,26,17,5,"He took also of the seed of the land, and planted it in a fruitful soil; he placed it beside many waters; he set it as a willow tree."
26017006,26,17,6,"It grew, and became a spreading vine of low stature, whose branches turned toward him, and the roots of it were under him: so it became a vine, and brought forth branches, and shot forth sprigs."
26017007,26,17,7,"There was also another great eagle with great wings and many feathers: and, behold, this vine did bend its roots toward him, and shot forth its branches toward him, from the beds of its plantation, that he might water it."
26017008,26,17,8,"It was planted in a good soil by many waters, that it might bring forth branches, and that it might bear fruit, that it might be a goodly vine."
26017009,26,17,9,"Say you, Thus says the Lord Yahweh: Shall it prosper? shall he not pull up the roots of it, and cut off the fruit of it, that it may wither; that all its fresh springing leaves may wither? and not by a strong arm or much people can it be raised from the roots of it."
26017010,26,17,10,"Yes, behold, being planted, shall it prosper? shall it not utterly wither, when the east wind touches it? it shall wither in the beds where it grew."
26017011,26,17,11,"Moreover the word of Yahweh came to me, saying,"
26017012,26,17,12,"Say now to the rebellious house, Don't you know what these things mean? tell them, Behold, the king of Babylon came to Jerusalem, and took the king of it, and the princes of it, and brought them to him to Babylon:"
26017013,26,17,13,"and he took of the seed royal, and made a covenant with him; he also brought him under an oath, and took away the mighty of the land;"
26017014,26,17,14,"that the kingdom might be base, that it might not lift itself up, but that by keeping his covenant it might stand."
26017015,26,17,15,"But he rebelled against him in sending his ambassadors into Egypt, that they might give him horses and much people. Shall he prosper? shall he escape who does such things? shall he break the covenant, and yet escape?"
26017016,26,17,16,"As I live, says the Lord Yahweh, surely in the place where the king dwells who made him king, whose oath he despised, and whose covenant he broke, even with him in the midst of Babylon he shall die."
26017017,26,17,17,"Neither shall Pharaoh with his mighty army and great company help him in the war, when they cast up mounds and build forts, to cut off many persons."
26017018,26,17,18,"For he has despised the oath by breaking the covenant; and behold, he had given his hand, and yet has done all these things; he shall not escape."
26017019,26,17,19,"Therefore thus says the Lord Yahweh: As I live, surely my oath that he has despised, and my covenant that he has broken, I will even bring it on his own head."
26017020,26,17,20,"I will spread my net on him, and he shall be taken in my snare, and I will bring him to Babylon, and will enter into judgment with him there for his trespass that he has trespassed against me."
26017021,26,17,21,"All his fugitives in all his bands shall fall by the sword, and those who remain shall be scattered toward every wind: and you shall know that I, Yahweh, have spoken it."
26017022,26,17,22,"Thus says the Lord Yahweh: I will also take of the lofty top of the cedar, and will set it; I will crop off from the topmost of its young twigs a tender one, and I will plant it on a high and lofty mountain:"
26017023,26,17,23,"in the mountain of the height of Israel will I plant it; and it shall bring forth boughs, and bear fruit, and be a goodly cedar: and under it shall dwell all birds of every wing; in the shade of the branches of it shall they dwell."
26017024,26,17,24,"All the trees of the field shall know that I, Yahweh, have brought down the high tree, have exalted the low tree, have dried up the green tree, and have made the dry tree to flourish; I, Yahweh, have spoken and have done it."
26018001,26,18,1,"The word of Yahweh came to me again, saying,"
26018002,26,18,2,"What do you mean, that you use this proverb concerning the land of Israel, saying, The fathers have eaten sour grapes, and the children's teeth are set on edge?"
26018003,26,18,3,"As I live, says the Lord Yahweh, you shall not have [occasion] any more to use this proverb in Israel."
26018004,26,18,4,"Behold, all souls are mine; as the soul of the father, so also the soul of the son is mine: the soul who sins, he shall die."
26018005,26,18,5,"But if a man is just, and does that which is lawful and right,"
26018006,26,18,6,"and has not eaten on the mountains, neither has lifted up his eyes to the idols of the house of Israel, neither has defiled his neighbor's wife, neither has come near to a woman in her impurity,"
26018007,26,18,7,"and has not wronged any, but has restored to the debtor his pledge, has taken nothing by robbery, has given his bread to the hungry, and has covered the naked with a garment;"
26018008,26,18,8,"he who has not given forth on interest, neither has taken any increase, who has withdrawn his hand from iniquity, has executed true justice between man and man,"
26018009,26,18,9,"has walked in my statutes, and has kept my ordinances, to deal truly; he is just, he shall surely live, says the Lord Yahweh."
26018010,26,18,10,"If he fathers a son who is a robber, a shedder of blood, and who does any one of these things,"
26018011,26,18,11,"and who does not any of those [duties], but even has eaten on the mountains, and defiled his neighbor's wife,"
26018012,26,18,12,"has wronged the poor and needy, has taken by robbery, has not restored the pledge, and has lifted up his eyes to the idols, has committed abomination,"
26018013,26,18,13,"has given forth on interest, and has taken increase; shall he then live? he shall not live: he has done all these abominations; he shall surely die; his blood shall be on him."
26018014,26,18,14,"Now, behold, if he fathers a son, who sees all his father's sins, which he has done, and fears, and does not such like;"
26018015,26,18,15,"who has not eaten on the mountains, neither has lifted up his eyes to the idols of the house of Israel, has not defiled his neighbor's wife,"
26018016,26,18,16,"neither has wronged any, has not taken anything to pledge, neither has taken by robbery, but has given his bread to the hungry, and has covered the naked with a garment;"
26018017,26,18,17,"who has withdrawn his hand from the poor, who has not received interest nor increase, has executed my ordinances, has walked in my statutes; he shall not die for the iniquity of his father, he shall surely live."
26018018,26,18,18,"As for his father, because he cruelly oppressed, robbed his brother, and did that which is not good among his people, behold, he shall die in his iniquity."
26018019,26,18,19,"Yet say you, Why does not the son bear the iniquity of the father? when the son has done that which is lawful and right, and has kept all my statutes, and has done them, he shall surely live."
26018020,26,18,20,"The soul who sins, he shall die: the son shall not bear the iniquity of the father, neither shall the father bear the iniquity of the son; the righteousness of the righteous shall be on him, and the wickedness of the wicked shall be on him."
26018021,26,18,21,"But if the wicked turn from all his sins that he has committed, and keep all my statutes, and do that which is lawful and right, he shall surely live, he shall not die."
26018022,26,18,22,None of his transgressions that he has committed shall be remembered against him: in his righteousness that he has done he shall live.
26018023,26,18,23,"Have I any pleasure in the death of the wicked? says the Lord Yahweh; and not rather that he should return from his way, and live?"
26018024,26,18,24,"But when the righteous turns away from his righteousness, and commits iniquity, and does according to all the abominations that the wicked man does, shall he live? None of his righteous deeds that he has done shall be remembered: in his trespass that he has trespassed, and in his sin that he has sinned, in them shall he die."
26018025,26,18,25,"Yet you say, The way of the Lord is not equal. Hear now, house of Israel: Is my way not equal? Aren't your ways unequal?"
26018026,26,18,26,"When the righteous man turns away from his righteousness, and commits iniquity, and dies therein; in his iniquity that he has done shall he die."
26018027,26,18,27,"Again, when the wicked man turns away from his wickedness that he has committed, and does that which is lawful and right, he shall save his soul alive."
26018028,26,18,28,"Because he considers, and turns away from all his transgressions that he has committed, he shall surely live, he shall not die."
26018029,26,18,29,"Yet says the house of Israel, The way of the Lord is not equal. house of Israel, are not my ways equal? are not your ways unequal?"
26018030,26,18,30,"Therefore I will judge you, house of Israel, everyone according to his ways, says the Lord Yahweh. Return you, and turn yourselves from all your transgressions; so iniquity shall not be your ruin."
26018031,26,18,31,"Cast away from you all your transgressions, in which you have transgressed; and make you a new heart and a new spirit: for why will you die, house of Israel?"
26018032,26,18,32,"For I have no pleasure in the death of him who dies, says the Lord Yahweh: therefore turn yourselves, and live."
26019001,26,19,1,"Moreover, take up a lamentation for the princes of Israel,"
26019002,26,19,2,"and say, What was your mother? A lioness: she couched among lions, in the midst of the young lions she nourished her cubs."
26019003,26,19,3,"She brought up one of her cubs: he became a young lion, and he learned to catch the prey; he devoured men."
26019004,26,19,4,The nations also heard of him; he was taken in their pit; and they brought him with hooks to the land of Egypt.
26019005,26,19,5,"Now when she saw that she had waited, and her hope was lost, then she took another of her cubs, and made him a young lion."
26019006,26,19,6,"He went up and down among the lions; he became a young lion, and he learned to catch the prey; he devoured men."
26019007,26,19,7,"He knew their palaces, and laid waste their cities; and the land was desolate, and the fullness of it, because of the noise of his roaring."
26019008,26,19,8,Then the nations set against him on every side from the provinces; and they spread their net over him; he was taken in their pit.
26019009,26,19,9,"They put him in a cage with hooks, and brought him to the king of Babylon; they brought him into strongholds, that his voice should no more be heard on the mountains of Israel."
26019010,26,19,10,"Your mother was like a vine, in your blood, planted by the waters: it was fruitful and full of branches by reason of many waters."
26019011,26,19,11,"It had strong rods for the scepters of those who bore rule, and their stature was exalted among the thick boughs, and they were seen in their height with the multitude of their branches."
26019012,26,19,12,"But it was plucked up in fury, it was cast down to the ground, and the east wind dried up its fruit: its strong rods were broken off and withered; the fire consumed them."
26019013,26,19,13,"Now it is planted in the wilderness, in a dry and thirsty land."
26019014,26,19,14,"Fire is gone out of the rods of its branches, it has devoured its fruit, so that there is in it no strong rod to be a scepter to rule. This is a lamentation, and shall be for a lamentation."
26020001,26,20,1,"It happened in the seventh year, in the fifth [month], the tenth [day] of the month, that certain of the elders of Israel came to inquire of Yahweh, and sat before me."
26020002,26,20,2,"The word of Yahweh came to me, saying,"
26020003,26,20,3,"Son of man, speak to the elders of Israel, and tell them, Thus says the Lord Yahweh: Is it to inquire of me that you have come? As I live, says the Lord Yahweh, I will not be inquired of by you."
26020004,26,20,4,"Will you judge them, son of man, will you judge them? Cause them to know the abominations of their fathers;"
26020005,26,20,5,"and tell them, Thus says the Lord Yahweh: In the day when I chose Israel, and swore to the seed of the house of Jacob, and made myself known to them in the land of Egypt, when I swore to them, saying, I am Yahweh your God;"
26020006,26,20,6,"in that day I swore to them, to bring them forth out of the land of Egypt into a land that I had searched out for them, flowing with milk and honey, which is the glory of all lands."
26020007,26,20,7,"I said to them, Cast you away every man the abominations of his eyes, and don't defile yourselves with the idols of Egypt; I am Yahweh your God."
26020008,26,20,8,"But they rebelled against me, and would not listen to me; they did not every man cast away the abominations of their eyes, neither did they forsake the idols of Egypt. Then I said I would pour out my wrath on them, to accomplish my anger against them in the midst of the land of Egypt."
26020009,26,20,9,"But I worked for my name's sake, that it should not be profaned in the sight of the nations, among which they were, in whose sight I made myself known to them, in bringing them forth out of the land of Egypt."
26020010,26,20,10,"So I caused them to go forth out of the land of Egypt, and brought them into the wilderness."
26020011,26,20,11,"I gave them my statutes, and shown them my ordinances, which if a man do, he shall live in them."
26020012,26,20,12,"Moreover also I gave them my Sabbaths, to be a sign between me and them, that they might know that I am Yahweh who sanctifies them."
26020013,26,20,13,"But the house of Israel rebelled against me in the wilderness: they didn't walk in my statutes, and they rejected my ordinances, which if a man keep, he shall live in them; and my Sabbaths they greatly profaned. Then I said I would pour out my wrath on them in the wilderness, to consume them."
26020014,26,20,14,"But I worked for my name's sake, that it should not be profaned in the sight of the nations, in whose sight I brought them out."
26020015,26,20,15,"Moreover also I swore to them in the wilderness, that I would not bring them into the land which I had given them, flowing with milk and honey, which is the glory of all lands;"
26020016,26,20,16,"because they rejected my ordinances, and didn't walk in my statutes, and profaned my Sabbaths: for their heart went after their idols."
26020017,26,20,17,"Nevertheless my eye spared them, and I didn't destroy them, neither did I make a full end of them in the wilderness."
26020018,26,20,18,"I said to their children in the wilderness, Don't you walk in the statutes of your fathers, neither observe their ordinances, nor defile yourselves with their idols."
26020019,26,20,19,"I am Yahweh your God: walk in my statutes, and keep my ordinances, and do them;"
26020020,26,20,20,"and make my Sabbaths holy; and they shall be a sign between me and you, that you may know that I am Yahweh your God."
26020021,26,20,21,"But the children rebelled against me; they didn't walk in my statutes, neither kept my ordinances to do them, which if a man do, he shall live in them; they profaned my Sabbaths. Then I said I would pour out my wrath on them, to accomplish my anger against them in the wilderness."
26020022,26,20,22,"Nevertheless I withdrew my hand, and worked for my name's sake, that it should not be profaned in the sight of the nations, in whose sight I brought them forth."
26020023,26,20,23,"Moreover I swore to them in the wilderness, that I would scatter them among the nations, and disperse them through the countries;"
26020024,26,20,24,"because they had not executed my ordinances, but had rejected my statutes, and had profaned my Sabbaths, and their eyes were after their fathers' idols."
26020025,26,20,25,"Moreover also I gave them statutes that were not good, and ordinances in which they should not live;"
26020026,26,20,26,"and I polluted them in their own gifts, in that they caused to pass through [the fire] all that opens the womb, that I might make them desolate, to the end that they might know that I am Yahweh."
26020027,26,20,27,"Therefore, son of man, speak to the house of Israel, and tell them, Thus says the Lord Yahweh: In this moreover have your fathers blasphemed me, in that they have committed a trespass against me."
26020028,26,20,28,"For when I had brought them into the land, which I swore to give to them, then they saw every high hill, and every thick tree, and they offered there their sacrifices, and there they presented the provocation of their offering; there also they made their sweet savor, and they poured out there their drink-offerings."
26020029,26,20,29,"Then I said to them, What means the high place whereunto you go? So the name of it is called Bamah to this day."
26020030,26,20,30,"Therefore tell the house of Israel, Thus says the Lord Yahweh: Do you pollute yourselves after the manner of your fathers? and play you the prostitute after their abominations?"
26020031,26,20,31,"and when you offer your gifts, when you make your sons to pass through the fire, do you pollute yourselves with all your idols to this day? and shall I be inquired of by you, house of Israel? As I live, says the Lord Yahweh, I will not be inquired of by you;"
26020032,26,20,32,"and that which comes into your mind shall not be at all, in that you say, We will be as the nations, as the families of the countries, to serve wood and stone."
26020033,26,20,33,"As I live, says the Lord Yahweh, surely with a mighty hand, and with an outstretched arm, and with wrath poured out, will I be king over you:"
26020034,26,20,34,"and I will bring you out from the peoples, and will gather you out of the countries in which you are scattered, with a mighty hand, and with an outstretched arm, and with wrath poured out;"
26020035,26,20,35,"and I will bring you into the wilderness of the peoples, and there will I enter into judgment with you face to face."
26020036,26,20,36,"Like as I entered into judgment with your fathers in the wilderness of the land of Egypt, so will I enter into judgment with you, says the Lord Yahweh."
26020037,26,20,37,"I will cause you to pass under the rod, and I will bring you into the bond of the covenant;"
26020038,26,20,38,"and I will purge out from among you the rebels, and those who disobey against me; I will bring them forth out of the land where they sojourn, but they shall not enter into the land of Israel: and you shall know that I am Yahweh."
26020039,26,20,39,"As for you, house of Israel, thus says the Lord Yahweh: Go you, serve everyone his idols, and hereafter also, if you will not listen to me; but my holy name shall you no more profane with your gifts, and with your idols."
26020040,26,20,40,"For in my holy mountain, in the mountain of the height of Israel, says the Lord Yahweh, there shall all the house of Israel, all of them, serve me in the land: there will I accept them, and there will I require your offerings, and the first fruits of your offerings, with all your holy things."
26020041,26,20,41,"As a sweet savor will I accept you, when I bring you out from the peoples, and gather you out of the countries in which you have been scattered; and I will be sanctified in you in the sight of the nations."
26020042,26,20,42,"You shall know that I am Yahweh, when I shall bring you into the land of Israel, into the country which I swore to give to your fathers."
26020043,26,20,43,"There shall you remember your ways, and all your doings, in which you have polluted yourselves; and you shall loathe yourselves in your own sight for all your evils that you have committed."
26020044,26,20,44,"You shall know that I am Yahweh, when I have dealt with you for my name's sake, not according to your evil ways, nor according to your corrupt doings, you house of Israel, says the Lord Yahweh."
26020045,26,20,45,"The word of Yahweh came to me, saying,"
26020046,26,20,46,"Son of man, set your face toward the south, and drop [your word] toward the south, and prophesy against the forest of the field in the South;"
26020047,26,20,47,"and tell the forest of the South, Hear the word of Yahweh: Thus says the Lord Yahweh, Behold, I will kindle a fire in you, and it shall devour every green tree in you, and every dry tree: the flaming flame shall not be quenched, and all faces from the south to the north shall be burnt thereby."
26020048,26,20,48,"All flesh shall see that I, Yahweh, have kindled it; it shall not be quenched."
26020049,26,20,49,"Then said I, Ah Lord Yahweh! they say of me, Isn't he a speaker of parables?"
26021001,26,21,1,"The word of Yahweh came to me, saying,"
26021002,26,21,2,"Son of man, set your face toward Jerusalem, and drop [your word] toward the sanctuaries, and prophesy against the land of Israel;"
26021003,26,21,3,"and tell the land of Israel, Thus says Yahweh: Behold, I am against you, and will draw forth my sword out of its sheath, and will cut off from you the righteous and the wicked."
26021004,26,21,4,"Seeing then that I will cut off from you the righteous and the wicked, therefore shall my sword go forth out of its sheath against all flesh from the south to the north:"
26021005,26,21,5,"and all flesh shall know that I, Yahweh, have drawn forth my sword out of its sheath; it shall not return any more."
26021006,26,21,6,"Sigh therefore, you son of man; with the breaking of your loins and with bitterness shall you sigh before their eyes."
26021007,26,21,7,"It shall be, when they tell you, Why do you sigh? that you shall say, Because of the news, for it comes; and every heart shall melt, and all hands shall be feeble, and every spirit shall faint, and all knees shall be weak as water: behold, it comes, and it shall be done, says the Lord Yahweh."
26021008,26,21,8,"The word of Yahweh came to me, saying,"
26021009,26,21,9,"Son of man, prophesy, and say, Thus says Yahweh: Say, A sword, a sword, it is sharpened, and also furbished;"
26021010,26,21,10,"it is sharpened that it may make a slaughter; it is furbished that it may be as lightning: shall we then make mirth? the rod of my son, it condemns every tree."
26021011,26,21,11,"It is given to be furbished, that it may be handled: the sword, it is sharpened, yes, it is furbished, to give it into the hand of the killer."
26021012,26,21,12,"Cry and wail, son of man; for it is on my people, it is on all the princes of Israel: they are delivered over to the sword with my people; strike therefore on your thigh."
26021013,26,21,13,For there is a trial; and what if even the rod that condemns shall be no more? says the Lord Yahweh.
26021014,26,21,14,"You therefore, son of man, prophesy, and strike your hands together; and let the sword be doubled the third time, the sword of the deadly wounded: it is the sword of the great one who is deadly wounded, which enters into their chambers."
26021015,26,21,15,"I have set the threatening sword against all their gates, that their heart may melt, and their stumblings be multiplied: ah! it is made as lightning, it is pointed for slaughter."
26021016,26,21,16,"Gather you together, go to the right, set yourself in array, go to the left, wherever your face is set."
26021017,26,21,17,"I will also strike my hands together, and I will cause my wrath to rest: I, Yahweh, have spoken it."
26021018,26,21,18,"The word of Yahweh came to me again, saying,"
26021019,26,21,19,"Also, you son of man, appoint two ways, that the sword of the king of Babylon may come; they both shall come forth out of one land: and mark out a place, mark it out at the head of the way to the city."
26021020,26,21,20,"You shall appoint a way for the sword to come to Rabbah of the children of Ammon, and to Judah in Jerusalem the fortified."
26021021,26,21,21,"For the king of Babylon stood at the parting of the way, at the head of the two ways, to use divination: he shook the arrows back and forth, he consulted the teraphim, he looked in the liver."
26021022,26,21,22,"In his right hand was the divination [for] Jerusalem, to set battering rams, to open the mouth in the slaughter, to lift up the voice with shouting, to set battering rams against the gates, to cast up mounds, to build forts."
26021023,26,21,23,"It shall be to them as a false divination in their sight, who have sworn oaths to them; but he brings iniquity to memory, that they may be taken."
26021024,26,21,24,"Therefore thus says the Lord Yahweh: Because you have made your iniquity to be remembered, in that your transgressions are uncovered, so that in all your doings your sins do appear; because you have come to memory, you shall be taken with the hand."
26021025,26,21,25,"You, deadly wounded wicked one, the prince of Israel, whose day is come, in the time of the iniquity of the end,"
26021026,26,21,26,"thus says the Lord Yahweh: Remove the turban, and take off the crown; this [shall be] no more the same; exalt that which is low, and abase that which is high."
26021027,26,21,27,"I will overturn, overturn, overturn it: this also shall be no more, until he come whose right it is; and I will give it [him]."
26021028,26,21,28,"You, son of man, prophesy, and say, Thus says the Lord Yahweh concerning the children of Ammon, and concerning their reproach; and say you, A sword, a sword is drawn, for the slaughter it is furbished, to cause it to devour, that it may be as lightning;"
26021029,26,21,29,"while they see for you false visions, while they divine lies to you, to lay you on the necks of the wicked who are deadly wounded, whose day is come in the time of the iniquity of the end."
26021030,26,21,30,"Cause it to return into its sheath. In the place where you were created, in the land of your birth, will I judge you."
26021031,26,21,31,"I will pour out my indignation on you; I will blow on you with the fire of my wrath; and I will deliver you into the hand of brutish men, skillful to destroy."
26021032,26,21,32,"You shall be for fuel to the fire; your blood shall be in the midst of the land; you shall be no more remembered: for I, Yahweh, have spoken it."
26022001,26,22,1,"Moreover the word of Yahweh came to me, saying,"
26022002,26,22,2,"You, son of man, will you judge, will you judge the bloody city? then cause her to know all her abominations."
26022003,26,22,3,"You shall say, Thus says the Lord Yahweh: A city that sheds blood in the midst of her, that her time may come, and that makes idols against herself to defile her!"
26022004,26,22,4,"You have become guilty in your blood that you have shed, and are defiled in your idols which you have made; and you have caused your days to draw near, and are come even to your years: therefore have I made you a reproach to the nations, and a mocking to all the countries."
26022005,26,22,5,"Those who are near, and those who are far from you, shall mock you, you infamous one [and] full of tumult."
26022006,26,22,6,"Behold, the princes of Israel, everyone according to his power, have been in you to shed blood."
26022007,26,22,7,In you have they set light by father and mother; in the midst of you have they dealt by oppression with the foreigner; in you have they wronged the fatherless and the widow.
26022008,26,22,8,"You have despised my holy things, and have profaned my Sabbaths."
26022009,26,22,9,Slanderous men have been in you to shed blood; and in you they have eaten on the mountains: in the midst of you they have committed lewdness.
26022010,26,22,10,In you have they uncovered their fathers' nakedness; in you have they humbled her who was unclean in her impurity.
26022011,26,22,11,"One has committed abomination with his neighbor's wife; and another has lewdly defiled his daughter-in-law; and another in you has humbled his sister, his father's daughter."
26022012,26,22,12,"In you have they taken bribes to shed blood; you have taken interest and increase, and you have greedily gained of your neighbors by oppression, and have forgotten me, says the Lord Yahweh."
26022013,26,22,13,"Behold, therefore, I have struck my hand at your dishonest gain which you have made, and at your blood which has been in the midst of you."
26022014,26,22,14,"Can your heart endure, or can your hands be strong, in the days that I shall deal with you? I, Yahweh, have spoken it, and will do it."
26022015,26,22,15,"I will scatter you among the nations, and disperse you through the countries; and I will consume your filthiness out of you."
26022016,26,22,16,"You shall be profaned in yourself, in the sight of the nations; and you shall know that I am Yahweh."
26022017,26,22,17,"The word of Yahweh came to me, saying,"
26022018,26,22,18,"Son of man, the house of Israel is become dross to me: all of them are brass and tin and iron and lead, in the midst of the furnace; they are the dross of silver."
26022019,26,22,19,"Therefore thus says the Lord Yahweh: Because you are all become dross, therefore, behold, I will gather you into the midst of Jerusalem."
26022020,26,22,20,"As they gather silver and brass and iron and lead and tin into the midst of the furnace, to blow the fire on it, to melt it; so will I gather you in my anger and in my wrath, and I will lay you there, and melt you."
26022021,26,22,21,"Yes, I will gather you, and blow on you with the fire of my wrath, and you shall be melted in the midst of it."
26022022,26,22,22,"As silver is melted in the midst of the furnace, so shall you be melted in the midst of it; and you shall know that I, Yahweh, have poured out my wrath on you."
26022023,26,22,23,"The word of Yahweh came to me, saying,"
26022024,26,22,24,"Son of man, tell her, You are a land that is not cleansed, nor rained on in the day of indignation."
26022025,26,22,25,"There is a conspiracy of her prophets in the midst of it, like a roaring lion ravening the prey: they have devoured souls; they take treasure and precious things; they have made her widows many in the midst of it."
26022026,26,22,26,"Her priests have done violence to my law, and have profaned my holy things: they have made no distinction between the holy and the common, neither have they caused men to discern between the unclean and the clean, and have hid their eyes from my Sabbaths, and I am profaned among them."
26022027,26,22,27,"Her princes in the midst of it are like wolves ravening the prey, to shed blood, [and] to destroy souls, that they may get dishonest gain."
26022028,26,22,28,"Her prophets have daubed for them with whitewash, seeing false visions, and divining lies to them, saying, Thus says the Lord Yahweh, when Yahweh has not spoken."
26022029,26,22,29,"The people of the land have used oppression, and exercised robbery; yes, they have vexed the poor and needy, and have oppressed the foreigner wrongfully."
26022030,26,22,30,"I sought for a man among them, who should build up the wall, and stand in the gap before me for the land, that I should not destroy it; but I found none."
26022031,26,22,31,"Therefore have I poured out my indignation on them; I have consumed them with the fire of my wrath: their own way have I brought on their heads, says the Lord Yahweh."
26023001,26,23,1,"The word of Yahweh came again to me, saying,"
26023002,26,23,2,"Son of man, there were two women, the daughters of one mother:"
26023003,26,23,3,"and they played the prostitute in Egypt; they played the prostitute in their youth; there were their breasts pressed, and there was handled the bosom of their virginity."
26023004,26,23,4,"The names of them were Oholah the elder, and Oholibah her sister: and they became mine, and they bore sons and daughters. As for their names, Samaria is Oholah, and Jerusalem Oholibah."
26023005,26,23,5,"Oholah played the prostitute when she was mine; and she doted on her lovers, on the Assyrians [her] neighbors,"
26023006,26,23,6,"who were clothed with blue, governors and rulers, all of them desirable young men, horsemen riding on horses."
26023007,26,23,7,"She bestowed her prostitution on them, the choicest men of Assyria all of them; and on whoever she doted, with all their idols she defiled herself."
26023008,26,23,8,"Neither has she left her prostitution since [the days of] Egypt; for in her youth they lay with her, and they handled the bosom of her virginity; and they poured out their prostitution on her."
26023009,26,23,9,"Therefore I delivered her into the hand of her lovers, into the hand of the Assyrians, on whom she doted."
26023010,26,23,10,These uncovered her nakedness; they took her sons and her daughters; and her they killed with the sword: and she became a byword among women; for they executed judgments on her.
26023011,26,23,11,"Her sister Oholibah saw this, yet was she more corrupt in her doting than she, and in her prostitution which were more than the prostitution of her sister."
26023012,26,23,12,"She doted on the Assyrians, governors and rulers, [her] neighbors, clothed most gorgeously, horsemen riding on horses, all of them desirable young men."
26023013,26,23,13,I saw that she was defiled; they both took one way.
26023014,26,23,14,"She increased her prostitution; for she saw men portrayed on the wall, the images of the Chaldeans portrayed with vermilion,"
26023015,26,23,15,"girded with girdles on their loins, with flowing turbans on their heads, all of them princes to look on, after the likeness of the Babylonians in Chaldea, the land of their birth."
26023016,26,23,16,"As soon as she saw them she doted on them, and sent messengers to them into Chaldea."
26023017,26,23,17,"The Babylonians came to her into the bed of love, and they defiled her with their prostitution, and she was polluted with them, and her soul was alienated from them."
26023018,26,23,18,"So she uncovered her prostitution, and uncovered her nakedness: then my soul was alienated from her, like as my soul was alienated from her sister."
26023019,26,23,19,"Yet she multiplied her prostitution, remembering the days of her youth, in which she had played the prostitute in the land of Egypt."
26023020,26,23,20,"She doted on their paramours, whose flesh is as the flesh of donkeys, and whose issue is like the issue of horses."
26023021,26,23,21,"Thus you called to memory the lewdness of your youth, in the handling of your bosom by the Egyptians for the breasts of your youth."
26023022,26,23,22,"Therefore, Oholibah, thus says the Lord Yahweh: Behold, I will raise up your lovers against you, from whom your soul is alienated, and I will bring them against you on every side:"
26023023,26,23,23,"the Babylonians and all the Chaldeans, Pekod and Shoa and Koa, [and] all the Assyrians with them; desirable young men, governors and rulers all of them, princes and men of renown, all of them riding on horses."
26023024,26,23,24,"They shall come against you with weapons, chariots, and wagons, and with a company of peoples; they shall set themselves against you with buckler and shield and helmet round about; and I will commit the judgment to them, and they shall judge you according to their judgments."
26023025,26,23,25,"I will set my jealousy against you, and they shall deal with you in fury; they shall take away your nose and your ears; and your residue shall fall by the sword: they shall take your sons and your daughters; and your residue shall be devoured by the fire."
26023026,26,23,26,"They shall also strip you of your clothes, and take away your beautiful jewels."
